ID,フレンズ名,属性違い二つ名,HC,ページURL,属性,サブ属性,実装日,実装種別,実装種別詳細,一覧順,アイコンURL,初期けも級,野生大解放,12ポケ,特別衣装数,CV,かいひ,かいひ野生5,ぷらずむ,Beatフラッグ,Actionフラッグ,Tryフラッグ,Beat補正,Action補正,Try補正,Beat補正野生5,Action補正野生5,Try補正野生5,Lv最大けもステ,Lv最大たいりょく,Lv最大こうげき,Lv最大まもり,Lv90けもステ,Lv90たいりょく,Lv90こうげき,Lv90まもり,Lv99けもステ,Lv99たいりょく,Lv99こうげき,Lv99まもり,Lv90野生5けもステ,Lv90野生5たいりょく,Lv90野生5こうげき,Lv90野生5まもり,Lv99野生5けもステ,Lv99野生5たいりょく,Lv99野生5こうげき,Lv99野生5まもり,☆1Lv1たいりょく,☆1Lv1こうげき,☆1Lv1まもり,☆1Lv90たいりょく,☆1Lv90こうげき,☆1Lv90まもり,☆1Lv99たいりょく,☆1Lv99こうげき,☆1Lv99まもり,☆1野生解放1たいりょく,☆1野生解放1こうげき,☆1野生解放1まもり,☆1野生解放2たいりょく,☆1野生解放2こうげき,☆1野生解放2まもり,☆1野生解放3たいりょく,☆1野生解放3こうげき,☆1野生解放3まもり,☆1野生解放4たいりょく,☆1野生解放4こうげき,☆1野生解放4まもり,☆1野生解放5たいりょく,☆1野生解放5こうげき,☆1野生解放5まもり,☆1野生解放1-4合計たいりょく,☆1野生解放1-4合計こうげき,☆1野生解放1-4合計まもり,☆1野生解放1-5合計たいりょく,☆1野生解放1-5合計こうげき,☆1野生解放1-5合計まもり,Lv100+上昇パターン,けものミラクル技名,けものミラクル効果Lv1,けものミラクル効果Lv5,けものミラクル必要MP,けものミラクル＋,とくいわざ技名,とくいわざ効果,たいきスキル技名,たいきスキル効果,たいきスキル発動率,たいきスキル発動回数,とくせい技名,とくせい効果,キセキとくせい技名,キセキとくせい効果,なないろとくせい技名,なないろとくせい効果,自己紹介テキスト,ずかんテキスト,動物フォト属性,動物フォトとくせい効果変化前,動物フォトとくせい効果変化後
インパラ,インパラ,,,,マイペース,,Thu Aug 03 2023 00:00:00 GMT+0900 (日本標準時),限定,測定,321,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/3haPdLkBj2.png,4,,,0,河実里夏,0.01,,50,2,"20,20",30,0.06,0.05,0.05,,,,45259,17918,7796,3768,,,,,55724,22061,9599,4639,,,,,,,,,2305,1003,485,11524,5013,2422,12604,5483,2649,1321,575,278,1698,739,357,2169,944,457,2263,985,476,,,,7451,3243,1568,,,,こうげき+50型,私と勝負？負けないよ♪,相手単体に72％×4のダメージを与え~~自身の「Beat!!!」の与ダメージが3％増加する(7ターン),相手単体に101％×4のダメージを与え~~自身の「Beat!!!」の与ダメージが7％増加する(7ターン),60,Action!,大・回・転！,相手全体に43％のダメージを与え~~中確率で自身のMPが5増加する,準備も怠らないこと！,自身の「Beat!!!」の与ダメージが10％増加し(5ターン)~~毎ターン自身のMPが10増加する(5回),1,1回,スポーツ大好き！,マイペース(水)属性の味方のすやすや耐性(高)が増加し~~自身の与ダメージが10％増加する~~さらにフレンズ戦で自身の攻撃命中率が20％増加する,新記録を目指して,自身の与ダメージが15％増加する~~さらに強敵出現waveの場合~~マイペース(水)属性の味方の与ダメージが10％増加する,,,運動大好き！ スポーツ大好き！~~　走るのも跳ぶのもほかの子に負けたくないけど、~~　パークにはライバルが多いんだよね。~~　よーし、ジャパリパークで新記録出せるように、~~　がんばるぞー！,シカのような見かけですが、ウシの仲間です。~~高さ２．５ｍ、幅１０ｍも飛べるサバンナのジャンプ王で、密集した状態から四方八方に飛び散り、天敵から逃れます。,足跡,自身のかいひが5%増加する~~さらにバトル開始時、自身のMPが5増加する,自身のかいひが{6%}増加する~~さらにバトル開始時、自身のMPが{6}増加する
タスマニアタイガー,タスマニアタイガー,,,,フレンドリー,,Thu Aug 10 2023 00:00:00 GMT+0900 (日本標準時),限定,S3-2章後半,322,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ShsZHme_io.png,4,,,0,塚田悠衣,0.01,,50,2,"20,25",30,0.06,0.05,0.05,,,,45425,17515,7853,3927,52915,20403,9148,4574,55926,21564,9668,4835,,,,,,,,,2253,1010,505,11264,5050,2524,12319,5523,2761,1291,579,290,1660,744,372,2120,951,476,2213,992,496,,,,7284,3266,1634,,,,こうげき+50型,あたしの勇気は仲間のために,,相手単体に280%と308%のダメージを与え~~対象がズキンズキンまたはくたくた状態の場合~~追加で154%のダメージを与える~~さらに自身の与ダメージが7%増加する(5ターン),100,Beat!!!,がぶっとやり返し！,相手単体に120%のダメージを与え~~中確率でズキンズキン、くたくた状態にする(2ターン)~~※各効果付与はそれぞれ抽選され重複発動もする,まだ慣れない姿,高確率で相手全体の被ダメージを5%増加させ(3ターン)~~ズキンズキン、くたくた耐性(低)を減少させる(2ターン),1,∞,いつか夢みた仲間との再会,フレンドリー(緑)属性の味方のちぐはぐリズム耐性(高)が増加し~~ズキンズキンまたはくたくた状態の~~相手から受ける被ダメージが20%減少する,もう、ひとりじゃない,自身の与ダメージが15%増加する~~さらにズキンズキンまたはくたくた状態の~~相手の被ダメージを15%増加させる,,,あたしはタスマニアタイガー。~~　トラじゃないけど、シマシマがいい感じでしょ。~~　フクロオオカミはおしゃべり苦手だから、~~　あたしがいっしょにいてあげないとね。~~　まぁ用心深いのは同じだから、人前にはあまり出ないわよ。~~　フフ、探してみて。あたしたちの仲間、他にもいるのかな……,フクロオオカミ、タスマニアオオカミの別名を持ちますが、背中の途中から臀部、尻尾にかけて入る縞模様が、タイガーの由来になっています。~~入植者の家畜を襲うことなどから１９００年前後に２０００頭以上が殺されました。~~１９３６年に保護されていた最後の１頭が死に絶滅しましたが、再生の研究が続けられています。,青,,
ツチブタ,ツチブタ,,,,アクティブ,,Thu Aug 17 2023 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,323,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/2nFBCUsCwt.png,4,,,1,後日実装,0.01,,50,2,"20,20",20,0.06,0.05,0.05,,,,45982,18667,7488,4292,53558,21746,8723,4996,56608,22984,9220,5280,,,,,,,,,2402,963,571,12006,4815,2757,13131,5266,3016,1376,552,316,1769,710,407,2260,907,519,2358,946,542,,,,7763,3115,1784,,,,こうげき+50型,タダではすまないよ,相手単体に215％×2のダメージを与え、自身が大幅に狙われやすくなる~~さらに自身の与ダメージが20％増加し、被ダメージが45％減少する(2ターン),相手単体に301％×2のダメージを与え、自身が大幅に狙われやすくなる~~さらに自身の与ダメージが24％増加し、被ダメージが49％減少する(2ターン),90,Beat!!!,パワフルキック,相手単体に60％×2のダメージを与え~~高確率で被ダメージを15％増加させる(2ターン),わたしのお昼寝タイム,自身の与ダメージが10％増加し(3ターン)~~たいりょくが30％回復する~~さらに毎ターンMPが2増加する(5回),1,1回,ちんたいはもらうよ,アクティブ(黄緑)属性の味方のからげんき耐性(高)が増加し~~ギブアップ中ではない味方1人につき、自身の与ダメージが5％増加する,わらしべ長者,自身の被ダメージが15％減少し、ためこみ上手状態になる,,,ブタじゃないけどツチブタだよ。~~　穴掘り競争ならわたしに勝てる子はいないんじゃないかな。~~　掘った穴でかくれんぼしたりお昼寝したりしてる。~~　アードウルフやヤマアラシも使ってるから、~~　あなたにもジャパまん10個で貸してあげるよ。~~　こういうの“ちんたい”って言うんでしょ？,ブタという名前ですがブタではなく、管歯目（ツチブタ目）に属する唯一の種です。~~大きな耳と長い鼻が特徴ですが、この聴覚と嗅覚を使ってエサのアリを探し、舌で舐めとって飲み込みます。~~丈夫な四肢と武器にも使える鋭い爪を持ち、地面に穴を掘って生活する穴掘り名人です。,足跡,,
【大きな瞳の美人顔】サーバル,サーバル,大きな瞳の美人顔,,,フレンドリー,,Sun Aug 20 2023 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,324,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/q6bcoPFrCm.png,4,,,1,花谷麻妃,0.01,,30,1,"20,20,30",20,0.05,0.06,0.05,,,,45977,19401,7046,4659,53552,22601,8209,5422,56600,23887,8676,5731,,,,,,,,,2496,907,620,12478,4531,2993,13647,4956,3274,1430,520,343,1838,668,441,2349,853,564,2451,890,588,,,,8068,2931,1936,,,,たいりょく+50型,これがわたしのお家！,ギブアップ中の味方をたいりょく26%で復帰させ~~味方全体の与ダメージが36%増加する(3ターン),ギブアップ中の味方をたいりょく30%で復帰させ~~味方全体の与ダメージが40%増加する(3ターン),140,Action!,サーバル☆パンチ,相手単体に120%のダメージを与え~~中確率でぼんやりうっかり状態にする~~さらに与ダメージの5%分自身のたいりょくが回復する状態になる(1ターン),宝物だみゅ,味方全体がルンルンきぶん状態になり~~与ダメージが10%増加する(3ターン),1,1回,イタズラしちゃう！,フレンドリー(緑)属性の味方のびりびり耐性(高)が増加する~~さらにギブアップ中の味方1人につき、毎ターン自身のMPが3増加する,ヤンチャなだけじゃないみゅ,味方全体が状態異常の相手から受けるダメージが20%減少する~~さらにギブアップ中ではない味方が5人の場合~~味方全体の与ダメージが20%増加する,,,みゃむ！？~~　このダンボール、入っちゃダメだった？~~　バリバリにしちゃった……ゴメンみゅ……。~~　でも、これすっごく入り心地良かったから~~　サーバルせんぱいにも教えたいみゅ！~~　早く会いたいなぁ。~~　みんなも近くの動物園にサーバルがいたら、~~　会いに行ってあげてほしいみゃ！,２０１７年３月、愛知県の豊橋総合動植物公園（愛称：のんほいパーク）に、~~南アフリカの動物園から１頭のサーバルが来園しました。~~名前は「ステル」（アフリカーンス語で「星」の意味）。~~好奇心旺盛で活発な女の子です。~~２０２３年３月には神戸どうぶつ王国からオスの「しょう」が来園しています。,足跡,毎ターン自身のMPが2増加する,毎ターン自身のMPが2増加する~~{さらに自身がギブアップになるダメージを受けたとき~~たいりょく1で耐える~~(発動回数：1回)※たいりょく1のときには発動しない}
ウミウ,ウミウ,,,,マイペース,,Thu Aug 31 2023 00:00:00 GMT+0900 (日本標準時),限定,マップ,325,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/qycOSGE8Uu.jpg,4,,,0,勝亦里佳,0.01,,40,1,"15,15","30,40",0.05,0.05,0.06,,,,45421,18613,7510,4000,52905,21684,8749,4655,55915,22917,9247,4920,,,,,,,,,2395,966,532,11972,4829,2568,13093,5282,2809,1372,554,295,1764,712,379,2253,909,484,2351,949,505,,,,7740,3124,1663,,,,こうげき+50型,ツイツイ♪ジャパまんだう？,相手単体に195％×2のダメージを与え~~高確率で攻撃命中率を11％減少させる(3ターン)~~さらに対象がラブリー(桃)属性の場合~~高確率で与ダメージを16％減少させる(3ターン),相手単体に273%×2のダメージを与え~~高確率で攻撃命中率を15%減少させる(3ターン)~~さらに対象がラブリー(桃)属性の場合~~高確率で与ダメージを20%減少させる(3ターン),80,Try!!,ぱっくんでう！,相手単体に55%×2のダメージを与え、自身の与ダメージが3%増加する(5ターン)~~さらに地形がみずべの場合、高確率で相手のMPを5減少させる~~※一回発動分のMPは残る,大きく手を広げるだう！,マイペース(水)属性の味方のばてばてヒリヒリ耐性(中)が増加し(1ターン)~~与ダメージが9%増加する(3ターン),0.7,∞,ウミウのお手伝い,マイペース(水)属性の味方のくらくら耐性(高)が増加し~~自身の与ダメージが10%増加する~~さらに地形がみずべの場合~~自身の攻撃命中率とかいひが10%増加する,海の上をびゅんびゅん♪,自身の与ダメージが15%増加し、被ダメージが15%減少する~~さらに地形がみずべの場合、毎ターン自身のMPが2増加する,,,白いところがちょっぴり広いウミウだう！~~　お腹空いてるでうか？ 魚でよかったら捕ってくるでうよ。~~　潜るのが得意でうが、顔だけ出して泳ぐのも好きだう。~~　体が重くて沈んでるわけじゃないんだう！~~　水遊びしたから日向ぼっこしてくでうよ。~~　カワウちゃんもやるでう！（バッ！）,海に面した断崖や海岸の岩場に暮らし、背面は暗緑色光沢なのがウミウです。~~くちばしの先が鉤状に尖っているのは捕らえた魚を逃さないためで、優れた視力で狙います。~~鳥は羽に油を塗って水をはじきますが、鵜はそうしません。潜り重視で浮力を少なくしているのです。~~濡れた羽は広げて乾かします。,足跡,バトル開始時に自身のMPが4増加する~~さらに地形がみずべの場合、自身の与ダメージが3%増加する,バトル開始時に自身のMPが{5}増加する~~さらに地形がみずべの場合、自身の与ダメージが{4%}増加する
カワウ,カワウ,,,,ファニー,,Thu Sep 07 2023 00:00:00 GMT+0900 (日本標準時),限定,マップ,326,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/yTfAKC5U89.png,4,,,0,鳴沢優海,0.01,,30,1,"20,25,25",20,0.05,0.06,0.06,,,,45419,18827,7453,3999,52902,21933,8683,4653,,,,,,,,,,,,,2422,959,532,12110,4792,2567,,,,1388,550,295,1784,706,379,2279,903,484,2378,942,505,,,,7829,3101,1663,,,,こうげき+40型,うっうー！見つけたでう♪,相手単体に380%のダメージを与え~~高確率でかいひを16%減少させる(3ターン)~~さらに対象がフレンドリー(緑)属性の場合~~高確率で被ダメージを16%増加させる(3ターン),相手単体に532%のダメージを与え~~高確率でかいひを20%減少させる(3ターン)~~さらに対象がフレンドリー(緑)属性の場合~~高確率で被ダメージを20%増加させる(3ターン),80,Action!,ツイーッばしゃん！,相手単体に120%のダメージを与え、自身のMPが5増加する~~さらに地形がみずべの場合、追加で自身のMPが5増加する,陸でばたばた,フレンドリー(緑)属性の相手の~~かいひ増加状態と被ダメージ減少状態を解除する,1,3回,ごくんっとまるのみ！,ファニー(赤)属性の味方のばてばてヒリヒリ耐性(高)が増加する~~さらにギブアップ中ではない味方が5人の場合、毎ターン自身のMPが5増加し~~追加で地形がみずべの場合、毎ターン自身のMPが5増加する,あたしのかわうぃー羽,ギブアップ中ではない味方1人につき~~相手全体の与ダメージを3%減少させ、被ダメージを3%増加させる,,,黄色いところが尖ってないほうのカワウでう！~~たまに慌ててジャパまん飲み込んじゃうけど、気にしないでう。~~丸飲みはあたしのワザでう。 この体になったから歩くのもへっちゃらう！~~泳ぎが得意なトリの子で集まって、泳いで、走って、~~飛んじゃうレースをしてみたいでう！,河川や湖沼で暮らし、背面は褐色光沢なのがカワウです。~~足には水かきがあり泳ぎが得意で、約１０ｍと潜水能力も高く、水中の魚を捕らえて水面に運び飲み込みます。~~７０秒も潜れるそうです。群れで行動しますが、ねぐらからえさ場へ向かうときなど、列を作って飛ぶ姿が観察できます。,足跡,,毎wave開始時に自身のたいりょくが5%回復する~~(発動回数：5回)~~さらに地形がみずべの場合~~毎ターン味方全体のたいりょくが2%回復する
クビワペッカリー,クビワペッカリー,,,,ラブリー,,Thu Sep 14 2023 00:00:00 GMT+0900 (日本標準時),限定,測定,327,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/YFidDF3vxa.png,4,,,1,鷹村彩花,0.01,,20,1,"20,25,25",20,0.05,0.06,0.05,,,,45275,19321,7038,4352,52732,22508,8199,5064,,,,,,,,,,,,,2486,906,579,12426,4526,2794,,,,1424,519,321,1831,667,412,2339,852,527,2441,889,549,,,,8035,2927,1809,,,,たいりょく+50型,ふわり香るすてきなにおい,味方全体のたいりょくを20%回復する~~さらにラブリー(桃)属性の味方の被ダメージが25%減少し(3ターン)~~毎ターンたいりょくが5%回復する(2回),味方全体のたいりょくを24%回復する~~さらにラブリー(桃)属性の味方の被ダメージが28%減少し(3ターン)~~毎ターンたいりょくが9%回復する(2回),80,Action!,前に気を付けて,相手単体に110%のダメージを与える~~さらに高確率で与ダメージを10%減少させ~~低確率でくらくら状態にする(2ターン),お散歩日和だね,ラブリー(桃)属性の味方の攻撃命中率が10%増加し(2ターン)~~自身のMPが10増加する,1,2回,わたしの大切なクビワ,ラブリー(桃)属性の味方のひやひや耐性(高)が増加し~~与ダメージが10%増加し、被ダメージが15%減少する,あなたについていきたい♪,毎ターン自身のMPが2増加する~~さらにラブリー(桃)属性の味方の攻撃命中率が10%増加し~~自身を除くラブリー(桃)属性の味方の与ダメージが10%増加する,,,このクビワ、きれーでしょー？~~　お気に入りなんだっ。~~　おそろいのクビワも、いつかつくりたいね！~~　それであるじあるじー！~~　今日はどこいく何するのー？~~　あるじが行く場所、どこでもついていくっ。~~　たとえ火の中水の中、一緒にいくよー！,肩から首にかけて白色か黄褐色の帯があり、首輪に見えることからこの名前がつきました。~~環境適応力が高く、森林地帯のほか、渓谷や砂漠、標高３０００ｍ近い高地にも姿をみせます。,足跡,自身の被ダメージが5％減少する~~さらに自身のたいりょくが70％以上のとき~~ラブリー(桃)属性の味方の与ダメージが3％増加する,自身の被ダメージが{6％}減少する~~さらに自身のたいりょくが70％以上のとき~~ラブリー(桃)属性の味方の与ダメージが{4％}増加する
スカイフィッシュ(水),スカイフィッシュ,なないろにきらめく☆,〇,,マイペース,,Mon Sep 18 2023 00:00:00 GMT+0900 (日本標準時),限定,－,328,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/fm007pC0HL.png,4,,,2,,0.06,,60,2,"15,20",30,0.06,0.05,0.05,,,,45897,17955,7899,3918,53468,20917,9202,4564,56512,22107,9726,4824,,,,,,,,,2310,1016,504,11549,5080,2519,12631,5556,2755,1323,582,289,1701,749,371,2174,956,475,2268,998,495,,,,7466,3285,1630,,,,こうげき+50型,◇・◇！　★―☆―★―☆―♪,相手単体に590％のダメージを与え~~高確率で被ダメージを15％増加させる~~さらに高確率でくたくた状態にする(2ターン),相手単体に826%のダメージを与え~~高確率で被ダメージを19%増加させる~~さらに高確率でくたくた状態にする(2ターン),120,Beat!!!,…！…☆！,相手単体に120%のダメージを与える~~さらに低確率で与ダメージを5%減少させ~~被ダメージを5%増加させ、攻撃命中率を5%減少させる(2ターン)~~※各効果はそれぞれ抽選され、重複発動もする,★～♪　☆～♪,自身の与ダメージが20%増加し(3ターン)~~たいりょくが15%回復する~~さらに自身が狙われにくくなる(1ターン),1,1回,＞◇＜…！,自身のかいひが5％増加し、少し狙われにくくなる~~さらに毎ターン自身のたいりょくが3％回復し、MPが3増加する,…＆…～♡♪,マイペース(水)属性の味方のロストフラッグ耐性(高)が増加する~~さらに自身の残っているたいりょく10%につき、自身の与ダメージが3%増加する~~加えて自身のたいりょくが100%のとき~~自身を除く味方全体の与ダメージが20%増加する,,,,,青,,
ブラックサーバル,ブラックサーバル,,,,ファニー,,Sat Sep 23 2023 00:00:00 GMT+0900 (日本標準時),限定,共闘,329,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/4fqq5yXyY6.png,4,,,1,高橋雛子,0.06,,60,2,"15,20",30,0.06,0.05,0.05,,,,45937,15629,8017,4691,53513,18207,9339,5465,56562,19243,9871,5777,,,,,,,,,2011,1031,604,10052,5155,3016,10994,5638,3299,1152,591,346,1481,760,445,1892,971,568,1974,1013,593,,,,6499,3335,1952,,,,こうげき+60型,ダークナイトハンター,相手単体に575％のダメージを与え~~対象が状態異常の場合、追加で175％のダメージを与える~~さらにセルリアン戦のとき、~~対象の状態異常耐性に関わらずしょんぼりきぶん状態にする(1ターン),相手単体に805％のダメージを与え~~対象が状態異常の場合、追加で245％のダメージを与える~~さらにセルリアン戦のとき、~~対象の状態異常耐性に関わらずしょんぼりきぶん状態にする(1ターン),140,Beat!!!,スラッシュ・アウト,相手単体に30％×2と60％のダメージを与える~~さらにセルリアン戦のとき、自身のMPが7増加する,キケンの察知,自身の与ダメージが15％増加し(3ターン)~~毎ターンMPが15増加する(2回)~~さらに相手全体のルンルンきぶん状態を解除する,1,1回,流れる日々の中で,自身の与ダメージが10％増加し、プラズムチャージが1回増加する~~さらにセルリアン戦のとき、追加で自身の与ダメージが20％増加し~~くらくら、すやすや、びりびり耐性(高)が増加する,ナイト・ハイドアンドシーク,自身の与ダメージが20％増加し、ためこみ上手状態になる~~さらに自身のリラックス(青)属性の相手に与えるダメージと受けるダメージの~~属性不利による影響が大幅に軽減される状態になる,,,ブラックサーバル……？ すきにそうよべ。~~　いままでどこにいた……？ずっとだ。~~　ヘンなヤツラがでてきたときからずっとみていた。~~　わたしはわたしのすがたをいかしてよるにかくれる……。~~　めだちたがりのサーバルがいるみたいだけど……~~　わたしとあいつは、べつ……,突然変異でメラニン色素が多く作られ、全身が黒くなったメラニズムのサーバルです。~~真っ黒ですが、光が当たると通常の個体にある黒い斑点が確認できます。目撃報告が少なく、とても貴重な存在です。~~黒い毛皮は日差しが強いと体温が上昇して不利ですが、夜の狩りには役立つのかもしれません。,足跡,自身の与ダメージが5％増加する~~さらにセルリアン戦のとき~~自身の与ダメージとかいひが3％増加する,自身の与ダメージが5％増加する~~さらにセルリアン戦のとき~~自身の与ダメージとかいひが{4％}増加する
ジャクソンカメレオン,ジャクソンカメレオン,,,,リラックス,,Thu Sep 28 2023 00:00:00 GMT+0900 (日本標準時),限定,掃除,330,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/1pHXKc8eoU.png,4,,,0,野椛ゆうか,0.06,,20,1,"20,30","30,30",0.05,0.06,0.05,,,,45269,18265,7415,4206,52725,21278,8638,4894,,,,,,,,,,,,,2350,954,559,11748,4767,2701,,,,1346,547,310,1731,703,398,2211,898,509,2307,937,531,,,,7595,3085,1748,,,,こうげき+50型,秘儀・月ノ三連角,相手単体に165%×3のダメージを与え~~中確率で与ダメージ増加状態を解除し、被ダメージ減少状態を解除する~~※各効果はそれぞれ抽選され、重複発動もする,相手単体に231%×3のダメージを与え~~中確率で与ダメージ増加状態を解除し、被ダメージ減少状態を解除する~~※各効果はそれぞれ抽選され、重複発動もする,100,Action!,静かな風のごとく,相手単体に100%のダメージを与え~~対象がズキンズキン状態のとき、追加で30%のダメージを与える~~さらに対象を高確率でズキンズキン状態にする(2ターン),日々修行,自身の与ダメージが5%増加し、狙われにくくなる~~さらに低確率で自身の与ダメージが追加で10%増加する (2ターン),1,∞,忍者としての誇り,自身の攻撃命中率が15%増加し~~リラックス(青)属性の味方のズキンズキン耐性(高)が増加する~~さらに地形がジャングルの場合~~リラックス(青)属性の味方のかいひが10%増加し、 自身が狙われにくくなる,某は影となる,自身の与ダメージが10%増加する~~さらに自身のたいりょくが100%のとき~~毎ターン自身のMPが5増加する,,,むっ！　何やつ？　某に話がある、と。 ~~事は隠密に運ばねばならぬからな。 目立たぬように頼むぞ。~~忍術を教えてほしい？　フッ、教わって身に付くなら ~~何も苦労はせぬな。一つ、教えておこう。~~闇に潜むだけが忍ではない。光も味方につけることだ。~~光あるところに影がある……,大きな３本のツノが印象的なカメレオンです。大きな角はオスの特徴ですが、種によってはメスにも小さな角が生えます。爬 虫類の多くは手足が平らですが、カメレオンの指は前肢も後肢 も対向していて物をつかむことができるため、樹上を安定して 移動することができます。,,,
ヒメウォンバット,ヒメウォンバット,,,,アクティブ,,Fri Oct 06 2023 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,331,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/zmm4VrHMwM.png,4,,,0,白砂沙帆,0.04,,30,1,"15,25","20,30",0.05,0.06,0.05,,,,45894,19499,7026,4608,53400,22715,8186,5335,56441,24008,8652,5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,まもり+50型,きょうも元気にほりほり,相手単体に35％×10のダメージを与え~~高確率で被ダメージを26％増加させる~~さらに自身のかいひが11％増加し、大幅に狙われやすくなる(2ターン),相手単体に49％×10のダメージを与え~~高確率で被ダメージを30％増加させる~~さらに自身のかいひが15％増加し、大幅に狙われやすくなる(2ターン),90,Action!,ぎゅむっとひとおし,相手単体に100％のダメージを与え~~高確率で被ダメージを5％増加させる(3ターン),ちょこっとお休み中,自身の被ダメージが15%減少する~~さらにアクティブ(黄緑)属性の味方の攻撃命中率が10％増加する(2ターン),0.7,∞,とんねるは、ろまん,自身の被ダメージが10％減少し~~自身を除くアクティブ(黄緑)属性の味方の与ダメージが10％増加する~~さらに自身のたいりょくが50％以下のとき~~自身のかいひが10％増加する,おやつはポケットの中,自身の被ダメージが15％減少し~~アクティブ(黄緑)属性の味方のぼんやりうっかり耐性(高)が増加する~~さらにギブアップ中ではない味方が5人の場合~~毎ターンアクティブ(黄緑)属性の味方のMPが5増加する,,,穴掘りは…好き。トンネルは…ろまん……。~~　使いたい子がいたら……遠慮なく使ってほしいな。~~　のんびりしてる、ってよく言われるけど……~~　いざというときはババッと走るよ。コアラさんとは…~~　よくポケットの中を見せあいっこしてるの。~~　あのー…そろそろ掘りに行ってもいい？,大きな鼻に小さな目、四肢は短くずんぐり体形の愛らしい有袋類で、育児嚢というお腹の袋で赤ちゃんを育てます。~~頑丈な爪で地中に巣穴を掘りますが、長いものでは３０ｍにもなるそうです。~~巣穴はいくつかの小部屋に分かれトンネルでつながっていますが、昼間はここで休みます。,足跡,,自身の被ダメージが6%減少し~~自身を除くアクティブ(黄緑)属性の味方の~~与ダメージが4%増加する
シンリンオオカミ,シンリンオオカミ,,,,フレンドリー,,Mon Oct 09 2023 00:00:00 GMT+0900 (日本標準時),限定,－,332,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/TegYLvJuQ8.png,4,,,1,大倉紬,0.06,,50,3,15,30,0.06,0.05,0.05,,,,45908,17973,7781,4093,53479,20938,9064,4768,56524,22129,9580,5040,,,,,,,,,2312,1001,527,11560,5004,2631,12643,5473,2878,1325,574,302,1703,737,388,2176,942,496,2270,983,517,,,,7474,3236,1703,,,,こうげき+50型,仲間とともに真夜中の狩りへ,相手単体に240％×2のダメージを与える~~さらに自身の与ダメージが9％増加し、被ダメージが9％減少する(5ターン)~~加えて自身のMPが14増加する,相手単体に336%×2のダメージを与える~~さらに自身の与ダメージが13%増加し、被ダメージが13%減少する(5ターン)~~加えて自身のMPが18増加する,120,Beat!!!,グレークロスハント,相手単体に50%と20%×3のダメージを与え~~高確率で与ダメージを5%減少させる(2ターン),のんびり月光浴,自身の与ダメージ減少効果と被ダメージ増加効果を解除し~~与ダメージが15％増加する(2ターン),1,2回,ボクの声、きいて！,自身の与ダメージと攻撃命中率が8％増加する~~さらに味方全体の全体攻撃による被ダメージが15％減少する,森の外へいっぽ,自身の与ダメージが10％増加し~~バトル開始時にMPが20増加する~~さらにギブアップ中の味方1人につき~~毎ターン自身のMPが2増加する,,,ボ、ボクがシンリンオオカミ、だよ。~~　用があったら大きな声で『アオ～～ン』って鳴いて呼んで。~~　鳴きまねうまいんでしょ？ いつも森にいるから、~~　開けたところに来ると少しきんちょーする。~~　仲間がいると安心するから、よくハウってるんだ。~~　かくれんぼしてもさみしくなって鳴いちゃう……,主に北米の五大湖周辺に生息するオオカミです。~~タイリクオオカミの亜種とされていましたが、最近では独立種とする研究もあり分類が定まっていません。~~狩猟や森林開発による生息地の減少で数を減らしていて、カナダではアルゴンキンオオカミという名称に変更し、保護活動を進めています。,足跡,自身の与ダメージが4%増加する~~さらにギブアップ中ではない味方が5人の場合~~追加で自身の与ダメージが4％増加する,自身の与ダメージが{5%}増加する~~さらにギブアップ中ではない味方が5人の場合~~追加で自身の与ダメージが{5％}増加する
